trigger,x:Right Upper Arm/leg,y:Right Upper Arm/leg,z:Right Upper Arm/leg,x:Right Lower Arm,y:Right Lower Arm,z:Right Lower Arm,x:Right Head,y:Right Head,z:Right Head,x:Left Head,y:Left Head,z:Left Head,x:Left Upper Arm/leg,y:Left Upper Arm/leg,z:Left Upper Arm/leg,x:Left Lower Arm,y:Left Lower Arm,z:Left Lower Arm
0,-4796,-304,16960,7764,-5392,14416,7136,13488,6800,8500,-14720,520,-3980,1160,14528,7584,7252,12928
0,-4928,-192,16760,7736,-5340,14420,7124,13424,6884,8500,-14644,520,-3940,1192,14536,7572,7160,13020
0,-4912,-280,16740,7668,-5504,14292,7184,13432,6788,8556,-14724,460,-3924,1060,14500,7716,7376,12968
0,-5020,-68,16868,7732,-5436,14416,7248,13340,6924,8508,-14696,276,-4008,1116,14356,7488,7268,12904
0,-5124,-68,16748,7664,-5620,14480,7296,13400,6828,8624,-14640,476,-4072,992,14328,7528,7424,12892
0,-5084,8,16736,7644,-5640,14260,7320,13256,6944,8512,-14700,480,-3992,944,14372,7468,7364,12868
0,-5104,-112,16912,7820,-5544,14276,7148,13408,6840,8516,-14612,480,-4104,820,14348,7432,7480,12800
0,-5080,40,16724,7696,-5628,14128,7208,13340,6936,8504,-14632,648,-4048,768,14440,7476,7600,12756
0,-5028,0,16716,7708,-5652,14328,7160,13408,6740,8536,-14504,564,-4080,744,14404,7364,7552,12856
0,-5016,36,16828,7572,-5652,14180,7124,13384,6760,8572,-14536,456,-4032,644,14528,7460,7480,12784
0,-5032,-32,16756,7664,-5652,14324,7192,13320,6996,8632,-14500,632,-4008,800,14568,7412,7604,12932
0,-5036,-12,16820,7612,-5592,14200,7200,13464,6744,8596,-14532,628,-4004,772,14408,7340,7532,12864
0,-4960,-76,16804,7624,-5600,14356,7208,13428,6896,8576,-14572,616,-4012,804,14400,7432,7504,12892
0,-4892,-44,16884,7512,-5632,14256,7148,13392,6652,8576,-14524,632,-3988,1068,14504,7576,7372,12988
0,-4924,-8,16804,7592,-5596,14400,7140,13480,6788,8456,-14560,600,-3972,996,14416,7536,7424,12856
0,-4880,-120,16820,7576,-5544,14476,7192,13380,6844,8436,-14648,660,-3952,1068,14368,7516,7312,12816
0,-4968,-4,16896,7640,-5528,14432,7164,13344,6764,8436,-14704,604,-4068,1132,14400,7604,7288,12836
0,-4900,-68,16792,7580,-5540,14476,7104,13448,6824,8376,-14636,432,-4092,1032,14228,7592,7244,12932
0,-4860,-80,16992,7604,-5504,14504,7116,13444,6816,8500,-14584,460,-4092,1108,14280,7632,7324,12928
0,-4896,-148,16752,7668,-5464,14608,7176,13464,6912,8572,-14668,508,-3996,1032,14460,7508,7480,13044
0,-4812,-168,16908,7636,-5508,14432,6944,13452,6884,8528,-14648,660,-3956,1024,14620,7448,7316,12864
0,-4864,-188,16928,7708,-5500,14548,7136,13388,6772,8388,-14672,516,-4032,1120,14464,7644,7284,13000
0,-4864,-164,16952,7624,-5492,14540,7064,13444,6892,8500,-14652,492,-3956,1120,14488,7672,7232,12872
0,-4856,-188,16944,7564,-5532,14372,7200,13420,6844,8428,-14656,500,-3988,1108,14440,7536,7240,12948
0,-4788,-160,16960,7680,-5440,14496,7128,13316,6728,8428,-14728,416,-4000,1108,14404,7448,7304,12808
0,-4820,-144,16856,7648,-5524,14392,7080,13460,6956,8448,-14724,504,-4020,968,14560,7356,7380,13036
0,-4912,-88,16752,7600,-5484,14296,7084,13372,7060,8316,-14664,564,-4060,860,14576,7512,7420,12988
0,-4944,-48,16812,7556,-5620,14296,6992,13388,6752,8416,-14592,448,-4028,840,14480,7548,7528,13080
0,-5012,-24,16728,7596,-5600,14324,7176,13332,6932,8580,-14660,444,-4020,792,14624,7476,7496,12908
0,-4928,36,16840,7556,-5628,14388,7068,13360,6916,8620,-14740,560,-3988,824,14528,7436,7532,12908
0,-4976,-24,16700,7600,-5524,14288,7208,13324,6944,8480,-14636,324,-3928,916,14448,7468,7420,12908
0,-4884,-88,16820,7592,-5520,14208,7164,13408,6864,8488,-14576,500,-3884,984,14416,7428,7192,12844
0,-4900,-124,16740,7612,-5508,14268,7148,13324,6940,8512,-14632,484,-3912,992,14428,7512,7260,12728
0,-5056,-92,16748,7588,-5576,14376,7200,13360,6920,8512,-14560,440,-4016,1012,14432,7404,7356,12792
0,-4880,-40,16840,7584,-5476,14324,7132,13364,6748,8540,-14516,572,-3956,1068,14656,7444,7392,12928
0,-4956,-128,16868,7728,-5552,14428,7224,13392,6792,8664,-14572,528,-3932,892,14432,7432,7416,12904
0,-4844,-44,16692,7656,-5504,14464,7080,13404,6788,8564,-14664,632,-3972,904,14464,7424,7404,12952
0,-4896,-120,16924,7688,-5588,14308,7152,13508,6784,8468,-14552,412,-4044,944,14504,7476,7480,12892
0,-5016,-44,16808,7664,-5568,14324,7160,13488,6860,8520,-14556,620,-4076,1080,14468,7548,7432,12916
0,-4944,-4,16888,7556,-5676,14336,7164,13392,6728,8408,-14568,792,-3884,1068,14504,7552,7436,13100
0,-4960,60,16888,7564,-5668,14364,7200,13356,6788,8468,-14504,580,-3832,1044,14400,7512,7276,12968
0,-4900,-12,16928,7576,-5576,14364,7104,13404,6796,8500,-14612,488,-3904,868,14612,7496,7464,12920
0,-4880,56,16840,7528,-5592,14336,7140,13444,6876,8448,-14724,664,-3812,792,14556,7340,7388,13184
0,-4984,68,16940,7612,-5624,14444,7048,13436,6832,8520,-14520,640,-3768,920,14816,7300,7452,13272
0,-4860,16,16784,7508,-5500,14468,7112,13464,6716,8532,-14616,588,-3780,936,14696,7364,7396,13208
0,-4828,-100,16972,7652,-5576,14456,7156,13500,6888,8552,-14564,460,-3860,888,14552,7320,7568,13028
0,-4840,-44,16784,7540,-5448,14396,7120,13520,6904,8436,-14596,588,-3844,1132,14452,7328,7564,12940
0,-4888,-60,17040,7496,-5488,14484,7200,13376,6816,8480,-14596,464,-3976,664,14452,7376,7508,12892
