trigger,x:Right Upper Arm/leg,y:Right Upper Arm/leg,z:Right Upper Arm/leg,x:Right Lower Arm,y:Right Lower Arm,z:Right Lower Arm,x:Right Head,y:Right Head,z:Right Head,x:Left Head,y:Left Head,z:Left Head,x:Left Upper Arm/leg,y:Left Upper Arm/leg,z:Left Upper Arm/leg,x:Left Lower Arm,y:Left Lower Arm,z:Left Lower Arm
0,-488,-4900,17276,9744,244,14192,7048,13940,5320,8368,-14748,2020,-2692,-104,15076,6904,5588,14088
0,-440,-5144,17132,9932,376,14244,7064,13940,5428,8436,-14684,2144,-2776,-148,14976,6988,5840,14024
0,-424,-5132,16972,9900,556,14256,7176,14016,5420,8460,-14648,2076,-2600,-212,14976,6924,5708,13900
0,-208,-5284,16572,9780,536,14208,6996,14036,5548,8452,-14784,2124,-2572,-208,15076,6908,5864,14048
0,-320,-5388,17208,9772,496,14152,7104,13980,5392,8428,-14764,2156,-2684,-100,14944,6868,5692,14064
0,-340,-5356,17116,9860,696,14148,7036,14012,5388,8412,-14748,2124,-2652,-180,15008,6804,5792,13964
0,-276,-5172,17080,9760,504,14284,6972,14044,5316,8396,-14768,2136,-2712,-116,14968,6984,5996,14136
0,-544,-5352,16760,9964,352,14372,7080,14024,5384,8416,-14724,2144,-2520,-184,15092,6852,5844,13980
0,-172,-5144,17048,9728,740,14180,7080,14016,5488,8340,-14588,2132,-2752,-100,14860,6924,5828,14060
0,-148,-5200,17000,9708,964,14208,7040,14068,5384,8264,-14600,2252,-2672,-244,14864,6832,5912,13896
0,-392,-5248,16836,9868,556,14076,7088,14076,5352,8268,-14588,2340,-2624,-304,14508,6724,5768,13728
0,-448,-5300,16760,9768,544,13952,7132,13968,5116,8284,-14584,2192,-2704,-164,14648,6852,5764,13952
0,-256,-4940,16792,9768,624,13924,7024,14044,5244,8296,-14464,2216,-2732,-264,14440,6712,5904,13856
0,-424,-5148,16816,9796,592,13836,7120,14072,5192,8464,-14580,2252,-2796,-256,14560,6732,5880,13676
0,-360,-5056,16860,9640,672,13720,7168,14088,5256,8732,-14600,2224,-2880,-212,14432,6940,5904,13704
0,-320,-5080,17028,9924,640,13864,7160,14132,5216,8520,-14488,2184,-2832,-84,14736,6756,5872,13840
0,-284,-5028,16752,9812,732,13780,7164,14076,5276,8700,-14664,2172,-2872,-192,14432,6860,5840,13648
0,-444,-5268,17056,9808,620,13836,7172,13944,5432,8444,-14540,2224,-2984,-240,14460,6936,5920,13784
0,-388,-5108,17124,9960,740,13916,7252,14048,5300,8572,-14600,2220,-2968,-340,14496,6912,6112,13588
0,-372,-5072,16936,9892,736,13752,7140,14016,5284,8456,-14704,2132,-3080,-572,14628,6848,6052,13896
0,-316,-5232,16916,9848,608,13924,7248,14088,5440,8664,-14516,2304,-3156,-656,14856,6788,6284,14032
0,-172,-5356,16900,9844,704,14032,7368,13932,5384,8664,-14608,2276,-3112,-756,14820,6792,6428,13996
0,-228,-5272,16984,9832,700,14092,7280,13860,5320,8684,-14564,2136,-3004,-752,14856,6736,6396,14176
0,-256,-5104,17064,9888,720,14084,7448,13876,5436,8580,-14580,2272,-2904,-604,14992,6816,6264,14040
0,-332,-5104,16936,9844,488,14016,7352,13944,5360,8740,-14528,2036,-2816,-580,15012,6716,6144,13904
0,-488,-5052,16824,10000,296,14032,7292,13956,5488,8764,-14556,2128,-2804,-420,15088,6684,6016,13920
0,-388,-5036,16828,9796,196,13924,7176,13892,5296,8636,-14732,2132,-2748,-424,14952,6768,6104,14092
0,-344,-5040,16828,9720,228,13972,7168,13936,5404,8544,-14624,2080,-2756,-428,14920,6676,6024,14052
0,-316,-5120,16612,9852,508,13904,7076,14072,5436,8496,-14644,2164,-2708,-404,14936,6804,5932,14124
0,-412,-5148,16644,9808,516,13972,7016,13984,5468,8312,-14636,2260,-2716,-164,14860,6868,5832,13896
0,-264,-5220,16828,9920,672,14024,6952,13964,5372,8248,-14532,2168,-2664,48,14752,6880,5440,13816
0,-348,-5236,16748,9884,664,13868,7040,13932,5372,8120,-14556,2220,-2564,132,14724,6980,5484,13948
0,-288,-5256,16788,9816,740,13904,6940,13988,5316,8312,-14592,2176,-2552,288,14620,6972,5520,14204
0,-184,-5436,16900,9872,780,13916,6968,13828,5356,8276,-14520,2236,-2508,220,14920,6956,5332,14056
0,-16,-5604,16780,9888,1084,13944,6888,13996,5248,8200,-14476,2340,-2552,272,14996,7048,5368,14128
0,16,-5736,16948,9836,1064,14084,6852,14076,5196,8436,-14536,2272,-2432,328,15072,7016,5348,14136
0,88,-5940,16976,9932,1268,14348,6796,14212,5164,8300,-14516,2404,-2552,304,15028,7096,5352,14296
0,132,-5928,16980,9920,1276,14380,6860,14244,5272,8384,-14632,2172,-2508,360,14896,7068,5400,14256
0,336,-6000,17096,9836,1388,14672,6792,14212,5320,8340,-14708,2192,-2552,360,14668,7096,5368,14168
0,208,-5924,17140,9972,1340,14528,6984,14096,5304,8228,-14780,2200,-2624,460,14724,7172,5428,14168
0,148,-5752,17240,9816,1168,14464,6964,14224,5376,8232,-14752,2204,-2584,356,14720,7188,5504,13900
0,184,-5672,17040,9780,1104,14356,6824,14116,5420,8256,-14644,2188,-2676,384,14724,7076,5420,14040
0,28,-5492,17040,9772,1080,14240,6916,14108,5372,8244,-14664,2192,-2596,484,14844,7052,5584,14196
0,56,-5444,16892,9760,960,14248,6904,14048,5368,8320,-14624,2040,-2708,276,14688,7072,5480,13792
0,-108,-5372,16848,9772,728,14060,6972,13916,5284,8160,-14576,2108,-2760,188,14772,7040,5580,14020
0,-72,-5268,16696,9680,776,13904,6980,14048,5284,8272,-14528,2168,-2740,92,14788,6992,5536,14064
0,-100,-5156,16756,9632,732,14032,7024,13944,5268,8348,-14616,2216,-2848,76,14896,6980,5704,13996
0,-272,-5176,16844,9636,624,13896,7044,14004,5240,8340,-14584,2112,-2792,-80,14880,6940,5644,13984
0,-400,-5000,16820,9756,508,13776,7096,14056,5332,8492,-14564,2308,-2764,-4,14852,6944,5692,14088
0,-332,-5108,16772,9848,552,13928,7160,14096,5524,8524,-14560,2276,-2756,128,14928,7096,5600,14148
0,-272,-5260,16736,9780,576,13788,7164,14024,5356,8672,-14576,2104,-2668,136,14924,6980,5580,13936
0,-312,-5136,17088,9984,652,13784,7080,13964,5280,8584,-14596,2228,-2700,168,14868,6976,5668,14092
0,-180,-5212,16864,9908,520,14064,7152,14000,5376,8516,-14600,2272,-2836,80,14828,7000,5520,14024
0,-212,-5312,16832,9900,540,14068,7268,14080,5320,8520,-14640,2152,-2828,116,14820,7012,5552,13920
0,-192,-5248,17076,9844,392,14204,6960,14016,5344,8344,-14612,2172,-2716,116,14836,7076,5664,13976
0,-120,-5288,16840,9776,500,14280,7172,13968,5412,8300,-14540,2196,-2744,56,14760,7112,5648,13900
0,-284,-5248,16796,9824,328,14040,7108,13976,5340,8424,-14592,2132,-2732,192,14728,7076,5688,13916
0,-228,-5120,16912,9816,452,13924,6976,13900,5364,8468,-14580,2176,-2876,176,14596,7092,5692,13856
0,-352,-5092,16880,9772,500,14000,7088,13964,5380,8420,-14576,2200,-2940,160,14756,7180,5680,13900
0,-200,-5232,16748,9744,560,13832,7008,13960,5460,8464,-14580,2148,-2888,192,14664,7152,5508,13764
0,-220,-5288,16712,9792,696,13828,7156,13968,5380,8520,-14684,1928,-2804,176,14520,7160,5564,14076
0,-264,-5232,16644,9920,548,13752,7172,14020,5460,8340,-14696,2160,-2836,-60,14676,7072,5656,14084
0,-168,-5224,16652,9740,520,13920,7008,14036,5460,8388,-14740,2148,-2740,-32,14788,6928,5756,14036
0,-252,-5432,16708,9876,524,13904,7016,14124,5288,8380,-14692,2116,-2704,-168,14900,6856,5720,14028
0,-300,-5400,16820,9944,664,13888,7016,14088,5204,8336,-14712,2308,-2648,-128,15052,6912,5692,14120
0,-308,-5392,16968,9896,820,13948,6868,13924,5396,8304,-14576,2060,-2552,-52,15012,6868,5684,14056
0,-304,-5328,16900,9896,848,13896,6868,14028,5388,8360,-14456,2168,-2644,-28,15012,7032,5580,14044
0,-232,-5492,16792,10056,656,13940,6924,13932,5480,8360,-14584,2300,-2580,68,14908,6796,5584,14236
0,-380,-5536,16928,10036,536,14024,6888,14016,5284,8284,-14584,2308,-2524,84,14836,6924,5504,14104
0,-296,-5408,16816,9868,672,13964,6928,14052,5424,8292,-14572,2236,-2584,156,14968,6836,5484,14252
0,-272,-5464,16576,9876,684,14112,6980,14044,5340,8252,-14652,2136,-2688,160,14924,6888,5500,14168
0,-292,-5328,16528,9872,620,13912,7008,14076,5440,8296,-14608,2180,-2700,228,14788,6948,5492,14100
0,-316,-5308,16688,9840,588,13916,7044,14040,5352,8392,-14728,2216,-2552,204,14780,7036,5592,14132
0,-324,-5328,16784,9884,656,13932,7060,14140,5364,8296,-14732,2256,-2684,144,14840,6892,5608,14044
0,-232,-5284,16776,9868,752,13996,7164,13972,5448,8476,-14640,2172,-2700,268,14932,6972,5548,13940
0,-268,-5524,16828,9848,788,14016,7096,14076,5304,8440,-14724,2044,-2708,324,14960,7128,5564,13908
0,-192,-5496,17016,9812,916,13984,7080,14068,5264,8280,-14524,2168,-2736,416,14856,7156,5600,13900
0,-168,-5444,16916,9876,996,13916,7116,13956,5500,8412,-14516,2172,-2792,364,14600,7312,5656,13852
0,-160,-5524,17084,9832,792,14204,7020,13956,5256,8472,-14464,2272,-2788,368,14636,7256,5676,13848
0,-128,-5604,16868,9788,996,14200,7052,13920,5240,8588,-14596,2216,-2992,464,14652,7256,5540,13948
0,-12,-5572,17028,9700,848,14164,7008,14008,5284,8488,-14532,2076,-3000,488,14828,7332,5608,13752
0,-40,-5372,16968,9736,796,14300,7004,14040,5256,8488,-14452,2404,-3020,428,14628,7316,5652,13656
0,-208,-5300,17036,9896,604,14228,7188,14032,5392,8516,-14584,2272,-3064,260,14556,7344,5556,13756
0,-92,-5200,17148,9804,480,14272,7000,14096,5260,8616,-14564,2180,-3040,348,14648,7248,5628,13776
0,-272,-5024,17000,9676,340,14132,7112,14120,5400,8568,-14620,2012,-3116,308,14636,7276,5648,13840
0,-364,-5100,17116,9708,400,14136,7220,14068,5336,8664,-14616,2296,-2976,284,14564,7268,5568,13804
0,-220,-5032,16868,9740,464,14172,7036,14056,5152,8536,-14604,2180,-2888,396,14548,7272,5628,13672
0,-252,-5044,16976,9708,396,14144,7076,14016,5296,8440,-14552,2160,-2936,284,14620,7220,5636,13708
0,-264,-5108,16812,9772,492,13932,7064,13992,5412,8500,-14600,2100,-2916,152,14756,7128,5736,13820
0,-272,-5196,16728,9720,412,14104,6960,13848,5340,8516,-14516,2132,-2968,192,14740,7112,5640,13932
0,-472,-5280,16784,9672,396,13996,7052,13916,5596,8496,-14628,2104,-2940,68,14592,7056,5632,13900
0,-580,-5196,16792,9936,512,13972,7084,13856,5436,8336,-14656,2020,-2876,52,14684,7036,5600,14136
0,-496,-5244,16864,9912,420,13956,7052,13904,5496,8388,-14604,2144,-2696,108,15016,6916,5588,14132
0,-592,-5188,17012,9948,432,13936,7048,13992,5532,8288,-14792,2064,-2728,60,14976,7052,5624,14208
0,-560,-5228,16920,9920,476,13796,6992,13968,5260,8348,-14608,2100,-2740,104,15124,6880,5492,13984
0,-520,-5424,16792,9848,464,14016,7016,14040,5336,8320,-14784,2052,-2692,156,14964,7000,5544,14128
0,-488,-5320,16836,9784,324,14032,6948,14052,5468,8376,-14648,1972,-2536,180,14944,7024,5488,14144
0,-564,-5344,16792,9820,292,14080,6964,14056,5324,8384,-14616,2204,-2580,160,15040,7080,5548,14140
0,-488,-5264,16796,9908,256,14100,7068,13968,5512,8280,-14608,2108,-2696,320,14924,7032,5508,14168
0,-436,-5344,17080,9796,344,14356,6964,14056,5344,8212,-14612,2172,-2628,328,15100,7100,5584,14212
0,-500,-5360,16848,9832,364,14124,6904,14108,5356,8236,-14512,2188,-2712,296,14908,7144,5528,14212
