trigger,x:Right Upper Arm/leg,y:Right Upper Arm/leg,z:Right Upper Arm/leg,x:Right Lower Arm,y:Right Lower Arm,z:Right Lower Arm,x:Right Head,y:Right Head,z:Right Head,x:Left Head,y:Left Head,z:Left Head,x:Left Upper Arm/leg,y:Left Upper Arm/leg,z:Left Upper Arm/leg,x:Left Lower Arm,y:Left Lower Arm,z:Left Lower Arm
0,-6076,-1120,16220,7960,-4344,14488,7120,14284,4164,8624,-14240,3308,-10152,-648,10728,7864,10408,10256
0,-5968,-1156,16416,8028,-4380,14532,7284,14340,4192,8748,-14192,3320,-10172,-704,10908,7972,10416,10200
0,-5900,-1212,16320,8076,-4248,14556,7204,14204,4100,8628,-14300,3292,-10308,-624,11004,8036,10424,10360
0,-5892,-1184,16516,8056,-4328,14568,7148,14324,4124,8648,-14356,3420,-10120,-496,11228,7972,10388,10364
0,-5800,-1180,16408,7976,-4200,14652,7120,14208,4312,8584,-14208,3236,-10200,-488,11204,8048,10372,10400
0,-5936,-1292,16440,8000,-4192,14576,7104,14356,4200,8556,-14264,3360,-10096,-428,11160,8108,10084,10208
0,-5844,-1316,16360,8012,-4200,14552,7096,14388,4232,8452,-14368,3480,-10096,-360,11024,8000,10144,10572
0,-5884,-1284,16424,8048,-4268,14648,7096,14388,4136,8596,-14292,3292,-10044,-348,11184,8008,10040,10432
0,-5868,-1396,16500,8108,-4092,14544,7240,14368,4140,8608,-14268,3256,-10072,-376,11312,7940,10260,10428
0,-5824,-1368,16328,8084,-4164,14584,7176,14352,4016,8592,-14420,3252,-10112,-464,11208,7916,10224,10428
0,-5888,-1380,16556,7996,-4212,14572,7140,14388,4284,8568,-14472,3148,-10160,-468,11132,8020,10188,10368
0,-5856,-1260,16556,8044,-4132,14588,7168,14304,4316,8532,-14360,3204,-10080,-544,10932,7912,10324,10472
0,-5748,-1264,16480,8088,-4120,14564,7140,14344,4168,8560,-14500,3376,-10160,-528,11032,8000,10332,10488
0,-5852,-1252,16380,8036,-4144,14556,7084,14344,4300,8496,-14424,3216,-10084,-524,10936,8028,10336,10352
0,-5936,-1272,16280,7880,-4212,14588,7240,14240,4248,8568,-14440,3180,-10080,-536,10976,8084,10236,10496
0,-5920,-1244,16276,7892,-4272,14448,7048,14288,4344,8560,-14352,3284,-10176,-460,11164,8040,10224,10340
0,-5884,-1288,16324,8044,-4272,14660,7028,14248,4372,8468,-14368,3252,-10024,-524,11252,7968,10248,10344
0,-5916,-1248,16412,8052,-4272,14756,7148,14324,4228,8452,-14496,3132,-10120,-488,11124,7980,10196,10284
0,-5928,-1348,16408,8056,-4360,14652,7076,14348,4420,8444,-14368,3156,-10048,-564,10992,8032,10180,10448
0,-5844,-1240,16396,8056,-4188,14472,7144,14244,4380,8492,-14452,3112,-10088,-544,11116,7844,10292,10300
0,-5964,-1424,16348,8032,-4268,14572,7160,14268,4340,8480,-14504,3272,-10108,-528,11048,7836,10120,10288
0,-5920,-1276,16396,8052,-4264,14460,7220,14224,4336,8680,-14460,3212,-9964,-580,11140,7972,10232,10528
0,-5864,-1376,16268,7988,-4172,14540,7168,14280,4228,8612,-14324,3164,-10120,-536,11172,7972,10212,10368
0,-5760,-1412,16268,8016,-4188,14588,7312,14204,4456,8660,-14416,3304,-10156,-592,11072,7916,10348,10232
0,-5872,-1376,16556,8000,-4140,14624,7120,14200,4376,8620,-14372,3168,-10136,-404,11204,7972,10304,10484
0,-5844,-1280,16440,8056,-4100,14500,7204,14308,4304,8640,-14384,3124,-10136,-564,11156,7936,10288,10496
0,-5844,-1360,16492,8036,-4260,14628,7172,14228,4348,8584,-14304,3276,-10208,-588,11160,8056,10364,10472
0,-5800,-1316,16492,8056,-4160,14556,7176,14316,4384,8624,-14296,3308,-10160,-636,10996,7952,10444,10352
0,-5868,-1320,16308,7972,-4204,14620,7136,14304,4256,8580,-14364,3312,-10084,-592,11100,8020,10204,10404
0,-5796,-1720,16192,8056,-4124,14728,7244,14272,4388,8628,-14336,3272,-10168,-616,11244,8016,10296,10260
0,-5784,-1044,16604,7892,-4144,14540,7228,14388,4260,8576,-14440,3292,-10112,-596,11004,8040,10156,10328
0,-5960,-1188,16492,7936,-4364,14692,7208,14340,4104,8676,-14308,3388,-10200,-564,11036,8012,10192,10296
0,-5828,-1192,16420,7876,-4292,14500,7136,14264,4160,8596,-14332,3260,-10112,-580,11108,7996,10236,10340
0,-5900,-1332,16508,7916,-4328,14636,7112,14352,4072,8564,-14380,3320,-10060,-528,11076,8040,10300,10332
0,-5868,-1140,16500,7864,-4308,14596,7152,14392,4180,8616,-14392,3484,-10148,-488,11164,8080,10308,10324
0,-5792,-1168,16508,8060,-4252,14648,7024,14312,4184,8576,-14476,3248,-10200,-556,11100,7916,10272,10412
0,-5836,-1332,16404,8092,-4204,14616,7164,14276,4176,8540,-14348,3200,-10144,-556,11188,7936,10216,10444
0,-5844,-1220,16460,7936,-4212,14692,7128,14300,4232,8504,-14496,3160,-10160,-588,11232,8000,10256,10464
0,-5940,-1220,16368,8128,-4200,14664,7164,14292,4336,8604,-14452,3264,-10132,-636,11148,7972,10288,10284
0,-5884,-1312,16372,8044,-4300,14708,7116,14292,4272,8444,-14512,3408,-10084,-480,11152,7908,10300,10416
0,-5804,-1300,16368,8000,-4216,14620,7088,14324,4352,8588,-14384,3184,-9948,-552,11232,7900,10376,10320
0,-5832,-1276,16516,8092,-4216,14580,7056,14296,4396,8548,-14332,3204,-10156,-484,11200,7904,10280,10360
0,-5716,-1316,16388,7912,-4088,14696,7204,14292,4324,8600,-14464,3324,-10120,-516,11100,7932,10252,10424
0,-5772,-1408,16520,7956,-4208,14668,7120,14292,4248,8576,-14412,3112,-10036,-500,11136,7992,10284,10492
0,-5796,-1344,16484,8116,-4076,14464,7180,14344,4320,8560,-14400,3232,-10204,-560,11064,8148,10240,10396
0,-5832,-1300,16504,8088,-4232,14596,7144,14160,4340,8692,-14416,3260,-10040,-492,11112,8068,10216,10364
0,-5928,-1260,16544,8040,-4224,14616,6984,14292,4252,8612,-14340,3312,-10092,-500,11248,7976,10300,10392
0,-5928,-1224,16416,8048,-4256,14696,7060,14300,4232,8464,-14400,3304,-10120,-472,11212,7996,10344,10428
0,-5768,-1380,16396,7864,-4172,14676,6964,14296,4340,8536,-14412,3320,-10080,-580,11172,7884,10244,10348
0,-5804,-1364,16568,8000,-4156,14680,7064,14232,4392,8548,-14236,3288,-9984,-456,11088,7924,10276,10276
0,-5960,-1264,16364,8088,-4328,14728,7028,14388,4236,8620,-14292,3188,-10004,-424,11220,7964,10300,10488
0,-5936,-1164,16448,7928,-4192,14504,7152,14324,4384,8568,-14384,3120,-10040,-360,11116,8072,10320,10356
0,-5896,-1228,16460,7952,-4256,14664,7176,14376,4324,8600,-14440,3264,-10104,-432,11148,8032,10280,10276
0,-5824,-1280,16568,8144,-4228,14512,7192,14316,4276,8624,-14404,3128,-10060,-580,11220,8024,10268,10532
0,-5856,-1292,16516,7968,-4200,14540,7120,14396,4316,8576,-14472,3200,-10132,-436,11060,7912,10376,10368
0,-5776,-1296,16492,8004,-4248,14512,7128,14240,4424,8608,-14512,3276,-10216,-608,10988,7928,10420,10300
0,-5820,-1244,16452,7964,-4240,14488,7160,14272,4404,8616,-14496,3260,-10180,-596,11156,7976,10400,10460
0,-5788,-1180,16480,8032,-4276,14528,7044,14292,4256,8532,-14352,3168,-10200,-700,11120,7812,10452,10204
0,-5948,-1192,16544,7932,-4296,14616,7272,14284,4328,8484,-14320,3164,-10200,-696,11180,7960,10248,10312
0,-5904,-1284,16448,7996,-4200,14704,7188,14300,4332,8552,-14484,3160,-10160,-644,11200,7932,10364,10288
0,-5824,-1272,16384,8024,-4200,14588,7192,14360,4220,8496,-14532,3316,-10084,-560,11032,7948,10352,10200
